path,category,title,use,inspection,sections
deployment/evidence/CC-18-limited-result.json,Review or evidence,CC-18-limited-result,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: schemaVersion, profile, scope, qualifiesProfile, status, records, recordedAt, fixtures, fixtureChecks, baseGitRevision, workingTree, images, resourceObservation"
deployment/evidence/CC-18-process-result.json,Review or evidence,CC-18-process-result,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: schemaVersion, profile, scope, qualifiesProfile, status, records, fixtures, workingTree, runtimeVersions, resourceObservation, images, topology"
deployment/evidence/CC-18-profile-capacity-result.json,Review or evidence,CC-18-profile-capacity-result,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: schemaVersion, checkedAt, durationSeconds, status, scope, qualifiesProfile, sourceState, images, topology, baseline, fault, recovery, cleanupPolicy, limits"
deployment/evidence/CC-18.md,Review or evidence,CC-18 evidence,Dated observations; not current execution,Structure and source/status scan,Complete all-Docker component run; Bounded capacity fixture; Complete all-Docker capacity fault; Resource-limited repeat; Complete all-Docker edge certificate faults; Complete hybrid storage and database certificate faults; Kubernetes process and shared-artifact run; Kubernetes edge certificate faults
deployment/evidence/CC-19-final-bundle-result.json,Review or evidence,CC-19-final-bundle-result,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, sourceRevision, sourceCheckout, inventoryFiles, archiveExtracted, installerImportedWithBundledDependencies, fileIntegrityVerified, productionPromotionRejected, signedReleaseQualified, provenanceInputs, published, ownedTemporaryResourcesRemoved"
deployment/evidence/CC-19.md,Review or evidence,CC-19 release publication evidence,Dated observations; not current execution,Structure and source/status scan,Closeout evidence binding; Historical assembly and workflow checks; Candidate capacity gate; Committed bundle isolation check
deployment/evidence/CC-20-container-installer-2026-09-11.json,Review or evidence,CC-20-container-installer-2026-09-11,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, date, operator, profile, environment, candidate, implementation, checks, resourceProbe, durability, qualificationExceptions, localValidation, humanAcceptance"
deployment/evidence/CC-20-container-installer-2026-09-11.md,Review or evidence,Container installer validation,Dated observations; not current execution,Structure and source/status scan,Tested entry and environment; Observed results; Defects found during development; Reproduce and inspect; Scope and handoff
deployment/evidence/CC-20-hosted-all-docker-result.json,Review or evidence,CC-20-hosted-all-docker-result,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: profile, release, validationDate, execution, acceptedRelease, install, resume, http, artifactMigrationBootstrapUnchanged, fixtureSnapshotSha256, artifact, environmentRemovedAfterValidation, interruption, recovery"
deployment/evidence/CC-20-hosted-hybrid-result.json,Review or evidence,CC-20-hosted-hybrid-result,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: profile, release, validationDate, execution, acceptedRelease, install, resume, http, artifactMigrationBootstrapUnchanged, fixtureSnapshotSha256, artifact, environmentRemovedAfterValidation, workerArtifactReaders"
deployment/evidence/CC-20-hosted-kubernetes-result.json,Review or evidence,CC-20-hosted-kubernetes-result,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: release, profile, install, publicStatus, publicResume, qualificationExceptions, artifactMigrationBootstrapUnchanged, workerArtifactReaders, https, generatedManifestSha256, limitations"
deployment/evidence/CC-20.md,Review or evidence,CC-20 operator walkthroughs,Dated observations; not current execution,Structure and source/status scan,Recorded customer session; Hosted technical validation; Phase 2 handoff; Completion decision
deployment/evidence/CC-24-phase-2-published-authentication-c8ace78.json,Review or evidence,CC-24-phase-2-published-authentication-c8ace78,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, durationMs, environment, browser, packagedApplicationImages, images, checks, limits"
deployment/evidence/CC-24-phase-2-published-authentication.json,Review or evidence,CC-24-phase-2-published-authentication,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, durationMs, environment, browser, packagedApplicationImages, images, checks, limits"
deployment/evidence/CC-32-phase-2-artifact-cleanup-regression.json,Review or evidence,CC-32-phase-2-artifact-cleanup-regression,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, scope, failedImageSourceRevision, fixedImageBuildId, failure, correction, verification, limits, packagedRegression"
deployment/evidence/CC-32-phase-2-cleanup-packaged-authentication.json,Review or evidence,CC-32-phase-2-cleanup-packaged-authentication,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, durationMs, environment, browser, packagedApplicationImages, images, checks, limits"
deployment/evidence/CC-34-phase-2-kubernetes-reason-regression.json,Review or evidence,CC-34-phase-2-kubernetes-reason-regression,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: scope, cluster, context, kubeconfig, nodeImage, nodes, images, sourceRevision, sourceState, qualifiesDistrictStorage, networkPolicyEnforced, loadBalancerQualified, status, applicationState, sourceNamespace, targetNamespace, operatorCli, operatorAdapter, quiesce, sourceWorkloads, targetWorkloads, sourceStartup, targetStartup, sourcePvcs, targetPvcs, backup, restore, fixtures, isolation, durationMilliseconds, testedAt, limitations, oldSessionRejected, preservedTheme, restoredOperations, application"
deployment/evidence/CC-34-phase-2-operator-failure-reason-regression.json,Review or evidence,CC-34-phase-2-operator-failure-reason-regression,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, scope, recordedAt, tests, security, limits"
deployment/evidence/CC-35-phase-2-accessibility/account-accessibility.json,Review or evidence,account-accessibility,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: name, engine, recordedAt, violations, incomplete, passedRuleIds, accessibilityTree, computedTheme, screenReaderWalkthrough"
deployment/evidence/CC-35-phase-2-accessibility/diagnostics-dark-accessibility.json,Review or evidence,diagnostics-dark-accessibility,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: name, engine, recordedAt, violations, incomplete, passedRuleIds, accessibilityTree, computedTheme, screenReaderWalkthrough"
deployment/evidence/CC-35-phase-2-accessibility/diagnostics-light-accessibility.json,Review or evidence,diagnostics-light-accessibility,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: name, engine, recordedAt, violations, incomplete, passedRuleIds, accessibilityTree, computedTheme, screenReaderWalkthrough"
deployment/evidence/CC-35-phase-2-accessibility/login-accessibility.json,Review or evidence,login-accessibility,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: name, engine, recordedAt, violations, incomplete, passedRuleIds, accessibilityTree, computedTheme, screenReaderWalkthrough"
deployment/evidence/CC-35-phase-2-native-focus-reader.json,Review or evidence,CC-35-phase-2-native-focus-reader,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, connection, utterances, rawEvidenceDirectory, rules, limits, images, application"
deployment/evidence/CC-35-phase-2-packaged-integration.json,Review or evidence,CC-35-phase-2-packaged-integration,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, durationMs, environment, browser, packagedApplicationImages, images, checks, limits"
deployment/evidence/CC-35-phase-2-published-screen-reader.json,Review or evidence,CC-35-phase-2-published-screen-reader,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, utterances, rawEvidenceDirectory, rules, limits, images, application"
deployment/evidence/CC-35-phase-2-reader-6d3bd65-failure.json,Review or evidence,CC-35-phase-2-reader-6d3bd65-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, connection, utterances, rawEvidenceDirectory, rules, limits"
deployment/evidence/CC-35-phase-2-reader-9aadf55-failure.json,Review or evidence,CC-35-phase-2-reader-9aadf55-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, connection, utterances, rawEvidenceDirectory, rules, limits"
deployment/evidence/CC-35-phase-2-reader-connection-local.json,Review or evidence,CC-35-phase-2-reader-connection-local,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, connection, utterances, rawEvidenceDirectory, rules, limits, images, application"
deployment/evidence/CC-35-phase-2-reader-fd04554-failure.json,Review or evidence,CC-35-phase-2-reader-fd04554-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, utterances, rawEvidenceDirectory, rules, limits"
deployment/evidence/CC-35-phase-2-reader-registration-local.json,Review or evidence,CC-35-phase-2-reader-registration-local,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, connection, utterances, rawEvidenceDirectory, rules, limits, images, application"
deployment/evidence/CC-35-phase-2-screen-reader-before.json,Review or evidence,CC-35-phase-2-screen-reader-before,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, utterances, rawEvidenceDirectory, rules, limits"
deployment/evidence/CC-35-phase-2-screen-reader.json,Review or evidence,CC-35-phase-2-screen-reader,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, reader, checks, utterances, rawEvidenceDirectory, rules, limits, images, application"
deployment/evidence/CC-35-phase-2-source-integration.json,Review or evidence,CC-35-phase-2-source-integration,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, durationMs, environment, browser, packagedApplicationImages, checks, limits"
deployment/evidence/CC-36-phase-2-all-docker-authenticated-capacity.json,Review or evidence,CC-36-phase-2-all-docker-authenticated-capacity,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, imageBuildId, qualificationWorkingTree, images, recordedAt, application, capacity, ownedResourcesRemoved, limits"
deployment/evidence/CC-36-phase-2-all-docker-authenticated-certificates.json,Review or evidence,CC-36-phase-2-all-docker-authenticated-certificates,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, recordedAt, application, certificates, certificateFaults, installerChecks, ownedResourcesRemoved, limits"
deployment/evidence/CC-36-phase-2-all-docker-capacity-image-preparation.json,Review or evidence,CC-36-phase-2-all-docker-capacity-image-preparation,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, imageBuildId, qualificationWorkingTree, images, recordedAt, application, capacity, ownedResourcesRemoved, limits"
deployment/evidence/CC-36-phase-2-all-docker-certificate-qualification.json,Review or evidence,CC-36-phase-2-all-docker-certificate-qualification,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, imageSourceRevision, fixtureSource, reports, tests, excludedPrivateFixtureValues, limits"
deployment/evidence/CC-36-phase-2-all-docker-navigation-recovery.json,Review or evidence,CC-36-phase-2-all-docker-navigation-recovery,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, recordedAt, durationMs, images, sourceRevision, imageBuildId, workingTree, imageMirrors, installer, browser, readinessChecks, sessionSurvivedRestart, apiReplicaCount, replicaObservations, navigationRecovery, logoutRejectedAcrossReplicas, limits"
deployment/evidence/CC-36-phase-2-all-docker-operator-cli-restore.json,Review or evidence,CC-36-phase-2-all-docker-operator-cli-restore,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, images, recordedAt, durationMs, sourceRevision, application, restoration, operatorCli, preserved, oldSessionRejected, limits"
deployment/evidence/CC-36-phase-2-all-docker-process-faults.json,Review or evidence,CC-36-phase-2-all-docker-process-faults,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, recordedAt, application, faults, certificateFaults, installerChecks, ownedResourcesRemoved, limits"
deployment/evidence/CC-36-phase-2-all-docker-process-fixture-failure.json,Review or evidence,CC-36-phase-2-all-docker-process-fixture-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, cause, correction, report, logSha256"
deployment/evidence/CC-36-phase-2-all-docker-qualification.json,Review or evidence,CC-36-phase-2-all-docker-qualification,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, imageSourceRevision, fixtureSource, reports, tests, limits"
deployment/evidence/CC-36-phase-2-all-docker-replicas.json,Review or evidence,CC-36-phase-2-all-docker-replicas,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, recordedAt, durationMs, images, sourceRevision, imageBuildId, workingTree, imageMirrors, installer, browser, readinessChecks, sessionSurvivedRestart, apiReplicaCount, replicaObservations, logoutRejectedAcrossReplicas, limits"
deployment/evidence/CC-36-phase-2-all-docker-restore.json,Review or evidence,CC-36-phase-2-all-docker-restore,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, images, recordedAt, durationMs, sourceRevision, application, restoration, preserved, oldSessionRejected, limits"
deployment/evidence/CC-36-phase-2-all-docker-shared-probe-regression.json,Review or evidence,CC-36-phase-2-all-docker-shared-probe-regression,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, recordedAt, application, faults, certificateFaults, installerChecks, ownedResourcesRemoved, limits"
deployment/evidence/CC-36-phase-2-all-docker.json,Review or evidence,CC-36-phase-2-all-docker,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, recordedAt, durationMs, images, browser, readinessChecks, sessionSurvivedRestart, limits"
deployment/evidence/CC-36-phase-2-browser-navigation-regression.json,Review or evidence,CC-36-phase-2-browser-navigation-regression,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, scope, sourceRevision, ciFailure, tests, behavior, limits"
deployment/evidence/CC-36-phase-2-capacity-certificate-qualification.json,Review or evidence,CC-36-phase-2-capacity-certificate-qualification,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, fixtureSource, reports, tests, limits"
deployment/evidence/CC-36-phase-2-capacity-image-preparation-failure.json,Review or evidence,CC-36-phase-2-capacity-image-preparation-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, sourceRevision, ci, cause, correction, verification, limits"
deployment/evidence/CC-36-phase-2-cli-container-network-failure.json,Review or evidence,CC-36-phase-2-cli-container-network-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, sourceRevision, fixtureRevision, failures, networkProbe, diagnosis, correction, files, limits"
deployment/evidence/CC-36-phase-2-cli-kubernetes-restore-lifecycle.json,Review or evidence,CC-36-phase-2-cli-kubernetes-restore-lifecycle,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, checkedAt, elapsedMilliseconds, images, sourceRevision, imageBuildId, workingTree, qualificationSourceRevision, qualificationWorkingTree, upgrade, application, nodes, apiReplicas, workerRescheduled, installer, limits"
deployment/evidence/CC-36-phase-2-cli-kubernetes-restore-report-failure.json,Review or evidence,CC-36-phase-2-cli-kubernetes-restore-report-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, checkedAt, command, qualificationSourceRevision, qualificationWorkingTree, durationMilliseconds, failure, completedSubchecks, correction, limits, images, sourceRevision"
deployment/evidence/CC-36-phase-2-cli-kubernetes-restore.json,Review or evidence,CC-36-phase-2-cli-kubernetes-restore,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: scope, cluster, context, kubeconfig, nodeImage, nodes, images, sourceRevision, sourceState, qualifiesDistrictStorage, networkPolicyEnforced, loadBalancerQualified, status, applicationState, sourceNamespace, targetNamespace, operatorAdapter, quiesce, sourceWorkloads, targetWorkloads, sourceStartup, targetStartup, sourcePvcs, targetPvcs, backup, restore, fixtures, isolation, durationMilliseconds, testedAt, limitations, oldSessionRejected, preservedTheme, restoredOperations, application"
deployment/evidence/CC-36-phase-2-cli-kubernetes-upgrade.json,Review or evidence,CC-36-phase-2-cli-kubernetes-upgrade,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, checkedAt, elapsedMilliseconds, images, sourceRevision, imageBuildId, workingTree, qualificationSourceRevision, qualificationWorkingTree, upgrade, application, nodes, apiReplicas, workerRescheduled, installer, limits"
deployment/evidence/CC-36-phase-2-distributed-hybrid-foundation-budget.json,Review or evidence,CC-36-phase-2-distributed-hybrid-foundation-budget,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, upgrade, faults, sourceRevision, images, recordedAt, durationMs, hosts, commands, apiReplicaCount, sessionChecks, restartRecoveries, providerConnections, qualificationSourceState, originalRenderPreserved, application, limits, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-distributed-hybrid-process-failure.json,Review or evidence,CC-36-phase-2-distributed-hybrid-process-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, stage, providerConnections, recordedAt, command, durationMs, message, faultProgress, images, qualificationSourceState, limits"
deployment/evidence/CC-36-phase-2-distributed-hybrid-process-faults.json,Review or evidence,CC-36-phase-2-distributed-hybrid-process-faults,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, upgrade, faults, sourceRevision, images, recordedAt, durationMs, hosts, commands, apiReplicaCount, sessionChecks, qualificationSourceState, originalRenderPreserved, application, limits, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-distributed-hybrid-published-faults.json,Review or evidence,CC-36-phase-2-distributed-hybrid-published-faults,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, upgrade, faults, sourceRevision, images, recordedAt, durationMs, hosts, commands, apiReplicaCount, sessionChecks, restartRecoveries, providerConnections, qualificationSourceState, originalRenderPreserved, application, limits, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-distributed-hybrid-restart-failure.json,Review or evidence,CC-36-phase-2-distributed-hybrid-restart-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, stage, providerConnections, recordedAt, command, images, sourceRevision, qualificationSourceState, message, faultProgress, jvmObservation, durationMs, limits"
deployment/evidence/CC-36-phase-2-distributed-hybrid-restart-install.json,Review or evidence,CC-36-phase-2-distributed-hybrid-restart-install,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, recordedAt, durationMs, hosts, commands, apiReplicaCount, sessionChecks, restartRecoveries, providerConnections, qualificationSourceState, originalRenderPreserved, application, limits, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-hybrid-authenticated-capacity.json,Review or evidence,CC-36-phase-2-hybrid-authenticated-capacity,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, upgrade, capacity, sourceRevision, images, recordedAt, durationMs, hosts, commands, apiReplicaCount, sessionChecks, restartRecoveries, providerConnections, qualificationSourceState, originalRenderPreserved, application, limits, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-hybrid-authenticated-certificates.json,Review or evidence,CC-36-phase-2-hybrid-authenticated-certificates,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, upgrade, certificates, sourceRevision, images, recordedAt, durationMs, hosts, commands, apiReplicaCount, sessionChecks, restartRecoveries, providerConnections, qualificationSourceState, originalRenderPreserved, application, limits, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-hybrid-capacity-qualification.json,Review or evidence,CC-36-phase-2-hybrid-capacity-qualification,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, imageSourceRevision, fixtureSource, reports, tests, limits"
deployment/evidence/CC-36-phase-2-hybrid-certificate-projection-failure.json,Review or evidence,CC-36-phase-2-hybrid-certificate-projection-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, fullWorkflow, minimalProbe, correction, limits"
deployment/evidence/CC-36-phase-2-hybrid-certificate-qualification.json,Review or evidence,CC-36-phase-2-hybrid-certificate-qualification,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, imageSourceRevision, fixtureSource, reports, tests, limits"
deployment/evidence/CC-36-phase-2-hybrid-cli.json,Review or evidence,CC-36-phase-2-hybrid-cli,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, recordedAt, durationMs, hosts, commands, apiReplicaCount, sessionChecks, qualificationSourceState, originalRenderPreserved, application, limits, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-hybrid-daemon-probe.json,Review or evidence,CC-36-phase-2-hybrid-daemon-probe,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, image, hosts, publishedDaemonPorts, limits, fixtureContainersRemoved, recordedAt, reference"
deployment/evidence/CC-36-phase-2-hybrid-dns.json,Review or evidence,CC-36-phase-2-hybrid-dns,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: root, dns, default, egress, internal-egress, egress-internal, status, baseGitRevision, images, scope, limits"
deployment/evidence/CC-36-phase-2-hybrid-network-routing.json,Review or evidence,CC-36-phase-2-hybrid-network-routing,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: gateway, cases, status, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-hybrid-operator-cli-restore.json,Review or evidence,CC-36-phase-2-hybrid-operator-cli-restore,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: application, schemaVersion, status, profile, acceptedRelease, sourceState, images, backup, verification, freshRedis, sourceOfflineDuringVerification, targetNetworkIsolated, targetServicesReleased, fixtureDirectory, limits, durationMs, recordedAt"
deployment/evidence/CC-36-phase-2-hybrid-persistence-ci-failure.json,Review or evidence,CC-36-phase-2-hybrid-persistence-ci-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, sourceRevision, run, job, target, jobUrl, stage, observedError, observedCode, rootCause, logSha256, limits, localReproduction, fullWorkflow"
deployment/evidence/CC-36-phase-2-hybrid-persistence-probe-3ead25f.json,Review or evidence,CC-36-phase-2-hybrid-persistence-probe-3ead25f,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: application, checkedAt, durationSeconds, status, sourceState, images, render, preparation, startup, trust, execution, persistence, outages, cleanupPolicy, limits"
deployment/evidence/CC-36-phase-2-hybrid-preparation.json,Review or evidence,CC-36-phase-2-hybrid-preparation,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, sourceState, baseGitRevision, scope, sourceFiles, red, green, limits"
deployment/evidence/CC-36-phase-2-hybrid-recovery-7ba4f64.json,Review or evidence,CC-36-phase-2-hybrid-recovery-7ba4f64,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: upgrade, application, checkedAt, durationSeconds, status, sourceState, images, render, preparation, startup, trust, execution, persistence, outages, cleanupPolicy, limits"
deployment/evidence/CC-36-phase-2-hybrid-restore.json,Review or evidence,CC-36-phase-2-hybrid-restore,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: application, schemaVersion, status, profile, acceptedRelease, sourceState, images, backup, verification, freshRedis, sourceOfflineDuringVerification, targetNetworkIsolated, targetServicesReleased, fixtureDirectory, limits, durationMs, recordedAt"
deployment/evidence/CC-36-phase-2-hybrid-upgrade-connection-regression.json,Review or evidence,CC-36-phase-2-hybrid-upgrade-connection-regression,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: upgrade, application, checkedAt, durationSeconds, status, sourceState, images, render, preparation, startup, trust, execution, persistence, outages, cleanupPolicy, limits"
deployment/evidence/CC-36-phase-2-hybrid-upgrade-probe-d370bbd.json,Review or evidence,CC-36-phase-2-hybrid-upgrade-probe-d370bbd,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: upgrade, application, checkedAt, durationSeconds, status, sourceState, images, render, preparation, startup, trust, execution, persistence, outages, cleanupPolicy, limits"
deployment/evidence/CC-36-phase-2-hybrid.json,Review or evidence,CC-36-phase-2-hybrid,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: application, checkedAt, durationSeconds, status, sourceState, images, render, preparation, startup, trust, execution, persistence, outages, cleanupPolicy, limits"
deployment/evidence/CC-36-phase-2-kestra-nx-probe.json,Review or evidence,CC-36-phase-2-kestra-nx-probe,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, purpose, recordedAt, images, terminationGracePeriod, recoveryBoundSeconds, samples, limits, baselineExecution, interruptedAt, databaseStartedAt, recoveryMs, recoveredExecution, privateLogSha256, ownedResourcesRemoved"
deployment/evidence/CC-36-phase-2-kestra-shutdown-probe.json,Review or evidence,CC-36-phase-2-kestra-shutdown-probe,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: purpose, status, images, runs, findings, limits, resourceComparison"
deployment/evidence/CC-36-phase-2-kubernetes-authenticated-capacity.json,Review or evidence,CC-36-phase-2-kubernetes-authenticated-capacity,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, application, capacity, installer, recordedAt, limits, ownedClusterRemoved, ownedCapacityVolumeRemoved"
deployment/evidence/CC-36-phase-2-kubernetes-authenticated-certificates.json,Review or evidence,CC-36-phase-2-kubernetes-authenticated-certificates,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, recordedAt, application, certificates, upgrade, installer, limits, ownedClusterRemoved"
deployment/evidence/CC-36-phase-2-kubernetes-authenticated-replicas.json,Review or evidence,CC-36-phase-2-kubernetes-authenticated-replicas,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, application, upgrade, installer, replicaObservations, apiReplicaCount, logoutRejectedAcrossReplicas, replacementPreservedOneReplica, recordedAt, limits, ownedClusterRemoved"
deployment/evidence/CC-36-phase-2-kubernetes-bundle-install.json,Review or evidence,CC-36-phase-2-kubernetes-bundle-install,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, checkedAt, elapsedMilliseconds, images, sourceRevision, imageBuildId, workingTree, qualificationSourceRevision, qualificationWorkingTree, application, nodes, apiReplicas, workerRescheduled, installer, limits"
deployment/evidence/CC-36-phase-2-kubernetes-capacity-fixture-failures.json,Review or evidence,CC-36-phase-2-kubernetes-capacity-fixture-failures,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, failures, correctedChecks, limits"
deployment/evidence/CC-36-phase-2-kubernetes-capacity-replica-qualification.json,Review or evidence,CC-36-phase-2-kubernetes-capacity-replica-qualification,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, recordedAt, imageSourceRevision, fixtureSource, reports, tests, limits"
deployment/evidence/CC-36-phase-2-kubernetes-capacity-shutdown-regression.json,Review or evidence,CC-36-phase-2-kubernetes-capacity-shutdown-regression,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, profile, sourceRevision, images, application, capacity, installer, recordedAt, limits, ownedClusterRemoved, ownedCapacityVolumeRemoved"
deployment/evidence/CC-36-phase-2-kubernetes-certificate-fixture-failure.json,Review or evidence,CC-36-phase-2-kubernetes-certificate-fixture-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, scope, durationSeconds, sourceRevision, failure, mutationStarted, correction, logSha256, limits, additionalFailure, correctedReport"
deployment/evidence/CC-36-phase-2-kubernetes-cli-install.json,Review or evidence,CC-36-phase-2-kubernetes-cli-install,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, checkedAt, elapsedMilliseconds, images, sourceRevision, imageBuildId, workingTree, qualificationSourceRevision, application, nodes, apiReplicas, workerRescheduled, installer, limits"
deployment/evidence/CC-36-phase-2-kubernetes-cli-tunnel-failure.json,Review or evidence,CC-36-phase-2-kubernetes-cli-tunnel-failure,Dated observations; not current execution,JSON structure indexed; results not revalidated,"Top-level keys: status, sourceRevision, fixtureRevision, target, durationSeconds, stage, observed, logSha256, correction, regression, limits"
